 Decoded Protocol Result
0x70 start
0x00
0x12
0x70 start
0x00 
0xFE 
0x70 start
0x00 
0xE0 
0x70 start
0x00 
0xB9 
0x70 start
0x80 
0xA8 
0x80 
0x46 
0x70 start
0x00 
0xD4 
0x70 start
0x00 
0x11 
0x70 start
0x00 
0x35 
0x70 start
0x00 
0xC8 
0x70 start
0x00 
0x14 
0x70 start
0x00 
0x00 
0x70 start
0x00 
0x4C 
0x70 start
0x40 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x70 start
0x00 
0x00 
0x70 start
0x00 
0x4C 
0x70 start
0x40 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x68 
0x08 
0x1C 
0xA0 
0xC3 
0x00 
0x00 
0x00 
0x00 
0x00 
0xA1 
0xC1 
0x00 
0x00 
0x00 
0x08 
0x60 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x0E 
0x0C 
0xFC 
0x70 start
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x02 
0x20 
0x00 
0x70 start
0x00 
0x00 
0x70 start
0x00 
0x4C 
0x70 start
0x40 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x68 
0x08 
0x1C 
0xA0 
0xC3 
0x00 
0x00 
0x00 
0x00 
0x00 
0xA1 
0xC1 
0x00 
0x00 
0x00 
0x08 
0x60 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x0E 
0x0C 
0xFC 
0x70 start
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x02 
0x20 
0x00 
0x70 start
0x00 
0x00 
0x70 start
0x00 
0x4C 
0x70 start
0x40 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x68 
0x08 
0x1C 
0xA0 
0xC3 
0x00 
0x00 
0x00 
0x00 
0x00 
0xA1 
0xC1 
0x00 
0x00 
0x00 
0x08 
0x60 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x0E 
0x0C 
0xFC 
0x70 start
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x02 
0x20 
0x00 
0x70 start
0x00 
0x00 
0x70 start
0x00 
0x4C 
0x70 start
0x40 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x68 
0x08 
0x1C 
0xA0 
0xC3 
0x00 
0x00 
0x00 
0x00 
0x00 
0xA1 
0xC1 
0x00 
0x00 
0x00 
0x08 
0x60 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x0E 
0x0C 
0xFC 
0x70 start
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x02 
0x20 
0x00 
0x70 start
0x00 
0x00 
0x70 start
0x00 
0x4C 
0x70 start
0x40 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x68 
0x08 
0x1C 
0xA0 
0xC3 
0x00 
0x00 
0x00 
0x00 
0x00 
0xA1 
0xC1 
0x00 
0x00 
0x00 
0x08 
0x60 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x0E 
0x0C 
0xFC 
0x70 start
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x02 
0x20 
0x00 
0x70 start
0x00 
0x00 
0x70 start
0x00 
0x4C 
0x70 start
0x40 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x68 
0x08 
0x1C 
0xA0 
0xC3 
0x00 
0x00 
0x00 
0x00 
0x00 
0xA1 
0xC1 
0x00 
0x00 
0x00 
0x08 
0x60 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x0E 
0x0C 
0xFC 
0x70 start
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x02 
0x20 
0x00 
0x70 start
0x00 
0x00 
0x70 start
0x00 
0x4C 
0x70 start
0x40 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x68 
0x08 
0x1C 
0xA0 
0xC3 
0x00 
0x00 
0x00 
0x00 
0x00 
0xA1 
0xC1 
0x00 
0x00 
0x00 
0x08 
0x60 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x0E 
0x0C 
0xFC 
0x70 start
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
0x02 
0x20 
0x00 
0x70 start
0x00 
0x00 
0x70 start
0x00 
0x4C 
0x70 start
0x40 
0x00 
0x00 
0x00 
0x00 
0x00 
0x00 
