x-axis,I_B2,I_B1,VG_B1,VG_B2
second,Ampere,Ampere,Volt,Volt
+11.95000E-06,-105.52758351E-03,+15.07543027E-03,+14.89447241649E+00,+60.67841314E-03
+12.00000E-06,-105.52758351E-03,-65.32657892E-03,+14.89447241649E+00,+40.57791084E-03
+12.05000E-06,-145.72858810E-03,-25.12557432E-03,+14.89447241649E+00,+40.57791084E-03
+12.10000E-06,-145.72858810E-03,-145.72858810E-03,+14.89447241649E+00,+60.67841314E-03
+12.15000E-06,-105.52758351E-03,-25.12557432E-03,+14.89447241649E+00,+60.67841314E-03
+12.20000E-06,-145.72858810E-03,-65.32657892E-03,+14.89447241649E+00,+40.57791084E-03
+12.25000E-06,-105.52758351E-03,-25.12557432E-03,+14.89447241649E+00,+20.47740854E-03
+12.30000E-06,-105.52758351E-03,-25.12557432E-03,+14.89447241649E+00,+60.67841314E-03
+12.35000E-06,-145.72858810E-03,-65.32657892E-03,+14.89447241649E+00,+40.57791084E-03
+12.40000E-06,-105.52758351E-03,-65.32657892E-03,+14.89447241649E+00,+80.77891544E-03
+12.45000E-06,-145.72858810E-03,-65.32657892E-03,+14.89447241649E+00,+60.67841314E-03
+12.50000E-06,-105.52758351E-03,-25.12557432E-03,+14.89447241649E+00,+40.57791084E-03
+12.55000E-06,-145.72858810E-03,-65.32657892E-03,+14.89447241649E+00,+40.57791084E-03
+12.60000E-06,-105.52758351E-03,-25.12557432E-03,+14.89447241649E+00,+60.67841314E-03
+12.65000E-06,-185.92959270E-03,-25.12557432E-03,+14.89447241649E+00,+60.67841314E-03
+12.70000E-06,-105.52758351E-03,-65.32657892E-03,+14.89447241649E+00,+80.77891544E-03
+12.75000E-06,-105.52758351E-03,+15.07543027E-03,+14.89447241649E+00,+40.57791084E-03
+12.80000E-06,-145.72858810E-03,-65.32657892E-03,+14.89447241649E+00,+261.68343611E-03
+12.85000E-06,-145.72858810E-03,+15.07543027E-03,+14.89447241649E+00,+60.67841314E-03
+12.90000E-06,-145.72858810E-03,+55.27643487E-03,+14.89447241649E+00,+40.57791084E-03
+12.95000E-06,-145.72858810E-03,-105.52758351E-03,+14.89447241649E+00,+40.57791084E-03
+13.00000E-06,-185.92959270E-03,-25.12557432E-03,+14.89447241649E+00,+60.67841314E-03
+13.05000E-06,-105.52758351E-03,+15.07543027E-03,+14.89447241649E+00,+20.47740854E-03
+13.10000E-06,-145.72858810E-03,-25.12557432E-03,+14.89447241649E+00,+60.67841314E-03
+13.15000E-06,-105.52758351E-03,-105.52758351E-03,+14.89447241649E+00,+60.67841314E-03
+13.20000E-06,-105.52758351E-03,+15.07543027E-03,+14.89447241649E+00,+60.67841314E-03
+13.25000E-06,-145.72858810E-03,-65.32657892E-03,+14.89447241649E+00,+80.77891544E-03
+13.30000E-06,-145.72858810E-03,+15.07543027E-03,+14.89447241649E+00,+40.57791084E-03
+13.35000E-06,-105.52758351E-03,-65.32657892E-03,+14.89447241649E+00,+40.57791084E-03
+13.40000E-06,-105.52758351E-03,-65.32657892E-03,+14.89447241649E+00,+60.67841314E-03
+13.45000E-06,-105.52758351E-03,-25.12557432E-03,+14.89447241649E+00,+60.67841314E-03
+13.50000E-06,-105.52758351E-03,+15.07543027E-03,+14.89447241649E+00,+40.57791084E-03
+13.55000E-06,-145.72858810E-03,-65.32657892E-03,+14.89447241649E+00,+40.57791084E-03
+13.60000E-06,-65.32657892E-03,-65.32657892E-03,+14.89447241649E+00,+40.57791084E-03
+13.65000E-06,-65.32657892E-03,-25.12557432E-03,+14.89447241649E+00,+60.67841314E-03
+13.70000E-06,-185.92959270E-03,-25.12557432E-03,+14.89447241649E+00,+80.77891544E-03
+13.75000E-06,-105.52758351E-03,-25.12557432E-03,+14.89447241649E+00,+40.57791084E-03
+13.80000E-06,-145.72858810E-03,-65.32657892E-03,+14.89447241649E+00,+40.57791084E-03
+13.85000E-06,-105.52758351E-03,-25.12557432E-03,+14.89447241649E+00,+40.57791084E-03
+13.90000E-06,-65.32657892E-03,-25.12557432E-03,+14.89447241649E+00,+60.67841314E-03
+13.95000E-06,-65.32657892E-03,-65.32657891E-03,+14.89447241649E+00,+60.67841314E-03
+14.00000E-06,-145.72858810E-03,-25.12557432E-03,+14.89447241649E+00,+60.67841314E-03
+14.05000E-06,-105.52758351E-03,-25.12557432E-03,+14.89447241649E+00,+120.97992003E-03
+14.10000E-06,-145.72858810E-03,-25.12557432E-03,+14.89447241649E+00,+563.19097057E-03
+14.15000E-06,-105.52758351E-03,-65.32657892E-03,+14.89447241649E+00,+904.89950962E-03
+14.20000E-06,-105.52758351E-03,-65.32657892E-03,+14.89447241649E+00,+1.18630654178E+00
+14.25000E-06,-185.92959270E-03,-25.12557432E-03,+14.89447241649E+00,+1.38731156476E+00
+14.30000E-06,-145.72858810E-03,-65.32657892E-03,+14.89447241649E+00,+1.54811558314E+00
+14.35000E-06,-145.72858810E-03,+15.07543027E-03,+14.89447241649E+00,+1.68881909922E+00
+14.40000E-06,-105.52758351E-03,-65.32657892E-03,+14.89447241649E+00,+1.82952261530E+00
+14.45000E-06,-65.32657892E-03,-25.12557432E-03,+14.89447241649E+00,+1.97022613138E+00
+14.50000E-06,-145.72858810E-03,+15.07543027E-03,+14.89447241649E+00,+2.03052763827E+00
+14.55000E-06,-105.52758351E-03,-25.12557432E-03,+14.89447241649E+00,+2.13103014976E+00
+14.60000E-06,-145.72858810E-03,-65.32657892E-03,+14.89447241649E+00,+2.17123115435E+00
+14.65000E-06,-145.72858810E-03,-25.12557432E-03,+14.89447241649E+00,+2.27173366584E+00
+14.70000E-06,-105.52758351E-03,-65.32657892E-03,+14.89447241649E+00,+2.33203517273E+00
+14.75000E-06,-105.52758351E-03,-25.12557432E-03,+14.89447241649E+00,+2.37223617733E+00
+14.80000E-06,-145.72858810E-03,-65.32657892E-03,+14.89447241649E+00,+2.41243718192E+00
+14.85000E-06,-145.72858810E-03,-105.52758352E-03,+14.89447241649E+00,+2.45263818651E+00
+14.90000E-06,-145.72858810E-03,-25.12557432E-03,+14.89447241649E+00,+2.51293969341E+00
+14.95000E-06,-145.72858810E-03,+15.07543027E-03,+14.89447241649E+00,+2.53304019570E+00
+15.00000E-06,-105.52758351E-03,-65.32657892E-03,+14.89447241649E+00,+2.55314069800E+00
+15.05000E-06,-145.72858810E-03,-25.12557432E-03,+14.89447241649E+00,+2.57324120030E+00
+15.10000E-06,-65.32657892E-03,-25.12557432E-03,+14.89447241649E+00,+2.61344220489E+00
+15.15000E-06,-145.72858810E-03,-105.52758351E-03,+14.89447241649E+00,+2.65364320949E+00
+15.20000E-06,-105.52758351E-03,-65.32657892E-03,+14.89447241649E+00,+2.67374371178E+00
+15.25000E-06,-105.52758351E-03,+15.07543027E-03,+14.89447241649E+00,+2.69384421408E+00
+15.30000E-06,-145.72858810E-03,-25.12557432E-03,+14.89447241649E+00,+2.71394471638E+00
+15.35000E-06,-105.52758351E-03,-145.72858810E-03,+14.89447241649E+00,+2.73404521868E+00
+15.40000E-06,-145.72858810E-03,-25.12557432E-03,+14.89447241649E+00,+2.75414572097E+00
+15.45000E-06,-65.32657892E-03,-25.12557432E-03,+14.89447241649E+00,+2.77424622327E+00
+15.50000E-06,-145.72858810E-03,-25.12557432E-03,+14.89447241649E+00,+2.77424622327E+00
+15.55000E-06,-145.72858810E-03,-65.32657892E-03,+14.89447241649E+00,+2.79434672557E+00
+15.60000E-06,-185.92959270E-03,-65.32657892E-03,+14.89447241649E+00,+2.81444722787E+00
+15.65000E-06,-105.52758351E-03,-65.32657892E-03,+14.89447241649E+00,+2.81444722787E+00
+15.70000E-06,-105.52758351E-03,-65.32657892E-03,+14.89447241649E+00,+2.85464823246E+00
+15.75000E-06,-145.72858810E-03,-25.12557432E-03,+14.89447241649E+00,+2.83454773016E+00
+15.80000E-06,-105.52758351E-03,+15.07543027E-03,+14.89447241649E+00,+2.87474873476E+00
+15.85000E-06,-145.72858810E-03,-65.32657892E-03,+14.89447241649E+00,+2.87474873476E+00
+15.90000E-06,-105.52758351E-03,-25.12557432E-03,+14.89447241649E+00,+2.89484923705E+00
+15.95000E-06,-105.52758351E-03,-65.32657892E-03,+14.89447241649E+00,+2.87474873476E+00
+16.00000E-06,-65.32657892E-03,-65.32657892E-03,+14.89447241649E+00,+2.93505024165E+00
+16.05000E-06,-145.72858810E-03,+15.07543027E-03,+14.89447241649E+00,+2.91494973935E+00
+16.10000E-06,-145.72858810E-03,-25.12557432E-03,+14.89447241649E+00,+2.91494973935E+00
+16.15000E-06,-105.52758351E-03,-65.32657892E-03,+14.89447241649E+00,+2.93505024165E+00
+16.20000E-06,-145.72858810E-03,-65.32657892E-03,+14.89447241649E+00,+2.93505024165E+00
+16.25000E-06,-105.52758351E-03,+15.07543027E-03,+14.89447241649E+00,+2.95515074395E+00
+16.30000E-06,-185.92959270E-03,-65.32657892E-03,+14.89447241649E+00,+2.99535174854E+00
+16.35000E-06,-65.32657892E-03,-65.32657892E-03,+14.89447241649E+00,+2.97525124624E+00
+16.40000E-06,-105.52758351E-03,-25.12557432E-03,+14.89447241649E+00,+2.95515074395E+00
+16.45000E-06,-105.52758351E-03,-105.52758351E-03,+14.89447241649E+00,+2.97525124624E+00
+16.50000E-06,-145.72858810E-03,-25.12557432E-03,+14.89447241649E+00,+2.99535174854E+00
+16.55000E-06,-145.72858810E-03,-25.12557432E-03,+14.89447241649E+00,+2.97525124624E+00
+16.60000E-06,-145.72858810E-03,-65.32657892E-03,+14.89447241649E+00,+2.97525124624E+00
+16.65000E-06,-145.72858810E-03,+55.27643487E-03,+14.89447241649E+00,+3.01545225084E+00
+16.70000E-06,-105.52758351E-03,-25.12557432E-03,+14.89447241649E+00,+2.99535174854E+00
+16.75000E-06,-105.52758351E-03,-105.52758351E-03,+14.89447241649E+00,+3.01545225084E+00
+16.80000E-06,-145.72858810E-03,-105.52758351E-03,+14.89447241649E+00,+3.01545225084E+00
+16.85000E-06,-145.72858810E-03,+15.07543027E-03,+14.89447241649E+00,+3.01545225084E+00
+16.90000E-06,-145.72858810E-03,-25.12557432E-03,+14.89447241649E+00,+2.99535174854E+00
+16.95000E-06,-105.52758351E-03,-25.12557432E-03,+14.89447241649E+00,+3.03555275314E+00
+17.00000E-06,-65.32657892E-03,-65.32657892E-03,+14.89447241649E+00,+3.05565325543E+00
+17.05000E-06,-145.72858810E-03,+15.07543027E-03,+14.89447241649E+00,+3.05565325543E+00
+17.10000E-06,-145.72858810E-03,-25.12557432E-03,+14.89447241649E+00,+3.01545225084E+00
+17.15000E-06,-145.72858810E-03,-65.32657892E-03,+14.89447241649E+00,+3.05565325543E+00
+17.20000E-06,-105.52758351E-03,-25.12557432E-03,+14.89447241649E+00,+3.05565325543E+00
+17.25000E-06,-65.32657892E-03,-25.12557432E-03,+14.89447241649E+00,+3.05565325543E+00
+17.30000E-06,-145.72858810E-03,-25.12557432E-03,+14.89447241649E+00,+3.05565325543E+00
+17.35000E-06,-105.52758351E-03,-105.52758351E-03,+14.89447241649E+00,+3.05565325543E+00
+17.40000E-06,-65.32657892E-03,+15.07543027E-03,+14.89447241649E+00,+3.05565325543E+00
+17.45000E-06,-105.52758351E-03,-25.12557432E-03,+14.89447241649E+00,+3.07575375773E+00
+17.50000E-06,-105.52758351E-03,+15.07543027E-03,+14.89447241649E+00,+3.09585426003E+00
+17.55000E-06,-145.72858810E-03,-25.12557432E-03,+14.89447241649E+00,+3.09585426003E+00
+17.60000E-06,-105.52758351E-03,-25.12557432E-03,+14.89447241649E+00,+3.09585426003E+00
+17.65000E-06,-105.52758351E-03,+15.07543027E-03,+14.89447241649E+00,+3.07575375773E+00
+17.70000E-06,-185.92959270E-03,-25.12557432E-03,+14.89447241649E+00,+3.09585426003E+00
+17.75000E-06,-105.52758351E-03,-65.32657892E-03,+14.89447241649E+00,+3.09585426003E+00
+17.80000E-06,-105.52758351E-03,-25.12557432E-03,+14.89447241649E+00,+3.07575375773E+00
+17.85000E-06,-145.72858810E-03,-25.12557432E-03,+14.89447241649E+00,+3.11595476232E+00
+17.90000E-06,-145.72858810E-03,+15.07543027E-03,+14.89447241649E+00,+3.11595476232E+00
+17.95000E-06,-105.52758351E-03,-25.12557432E-03,+14.89447241649E+00,+3.15615576692E+00
+18.00000E-06,-65.32657892E-03,+15.07543027E-03,+14.89447241649E+00,+3.17625626922E+00
+18.05000E-06,-145.72858810E-03,-65.32657891E-03,+14.89447241649E+00,+3.19635677151E+00
+18.10000E-06,-145.72858810E-03,-25.12557432E-03,+14.89447241649E+00,+3.19635677151E+00
+18.15000E-06,-145.72858810E-03,-25.12557432E-03,+14.89447241649E+00,+3.19635677151E+00
+18.20000E-06,-105.52758351E-03,-25.12557432E-03,+14.89447241649E+00,+3.19635677151E+00
+18.25000E-06,-145.72858810E-03,-65.32657892E-03,+14.89447241649E+00,+3.21645727381E+00
+18.30000E-06,-145.72858810E-03,-25.12557432E-03,+14.89447241649E+00,+3.23655777611E+00
+18.35000E-06,-65.32657892E-03,-65.32657892E-03,+14.89447241649E+00,+3.21645727381E+00
+18.40000E-06,-105.52758351E-03,-25.12557432E-03,+14.89447241649E+00,+3.21645727381E+00
+18.45000E-06,-105.52758351E-03,-25.12557432E-03,+14.89447241649E+00,+3.21645727381E+00
+18.50000E-06,-185.92959270E-03,-25.12557432E-03,+14.89447241649E+00,+3.21645727381E+00
+18.55000E-06,-105.52758351E-03,-105.52758351E-03,+14.89447241649E+00,+3.25665827841E+00
+18.60000E-06,-65.32657892E-03,-65.32657892E-03,+14.89447241649E+00,+3.21645727381E+00
+18.65000E-06,-145.72858810E-03,-25.12557432E-03,+14.89447241649E+00,+3.25665827841E+00
+18.70000E-06,-145.72858810E-03,-65.32657892E-03,+14.89447241649E+00,+3.23655777611E+00
+18.75000E-06,-145.72858810E-03,-25.12557432E-03,+14.89447241649E+00,+3.25665827841E+00
+18.80000E-06,-145.72858810E-03,-65.32657892E-03,+14.89447241649E+00,+3.25665827841E+00
+18.85000E-06,-105.52758351E-03,+15.07543027E-03,+14.89447241649E+00,+3.25665827841E+00
+18.90000E-06,-105.52758351E-03,+15.07543027E-03,+14.89447241649E+00,+3.25665827841E+00
+18.95000E-06,-145.72858810E-03,-65.32657892E-03,+14.89447241649E+00,+3.21645727381E+00
+19.00000E-06,-65.32657892E-03,-65.32657892E-03,+14.89447241649E+00,+3.23655777611E+00
+19.05000E-06,-65.32657892E-03,-25.12557432E-03,+14.89447241649E+00,+3.25665827841E+00
+19.10000E-06,-145.72858810E-03,+15.07543027E-03,+14.89447241649E+00,+3.25665827841E+00
+19.15000E-06,-105.52758351E-03,-25.12557432E-03,+14.89447241649E+00,+3.25665827841E+00
+19.20000E-06,-65.32657892E-03,+15.07543027E-03,+14.89447241649E+00,+3.23655777611E+00
+19.25000E-06,-65.32657892E-03,-25.12557432E-03,+14.89447241649E+00,+3.25665827840E+00
+19.30000E-06,-145.72858810E-03,+15.07543027E-03,+14.89447241649E+00,+3.25665827841E+00
+19.35000E-06,-105.52758351E-03,-25.12557432E-03,+14.89447241649E+00,+3.27675878070E+00
+19.40000E-06,-105.52758351E-03,-25.12557432E-03,+14.89447241649E+00,+3.27675878070E+00
+19.45000E-06,-145.72858810E-03,-65.32657892E-03,+14.89447241649E+00,+3.25665827841E+00
+19.50000E-06,-105.52758351E-03,-25.12557432E-03,+14.89447241649E+00,+3.25665827841E+00
+19.55000E-06,-65.32657892E-03,-65.32657892E-03,+14.89447241649E+00,+3.23655777611E+00
+19.60000E-06,-105.52758351E-03,-65.32657892E-03,+14.89447241649E+00,+3.27675878070E+00
+19.65000E-06,-105.52758351E-03,-25.12557432E-03,+14.89447241649E+00,+3.25665827841E+00
+19.70000E-06,-145.72858810E-03,+15.07543027E-03,+14.89447241649E+00,+3.25665827841E+00
+19.75000E-06,-145.72858810E-03,-25.12557432E-03,+14.89447241649E+00,+3.25665827841E+00
+19.80000E-06,-105.52758351E-03,-65.32657891E-03,+14.89447241649E+00,+3.25665827841E+00
+19.85000E-06,-145.72858810E-03,-65.32657892E-03,+14.89447241649E+00,+3.25665827841E+00
+19.90000E-06,-145.72858810E-03,+15.07543027E-03,+14.89447241649E+00,+3.25665827841E+00
+19.95000E-06,-105.52758351E-03,+15.07543027E-03,+14.89447241649E+00,+3.25665827841E+00
+20.00000E-06,-65.32657892E-03,-65.32657892E-03,+14.89447241649E+00,+3.23655777611E+00
+20.05000E-06,-65.32657892E-03,-65.32657892E-03,+14.89447241649E+00,+3.23655777611E+00
+20.10000E-06,-105.52758351E-03,-25.12557432E-03,+14.89447241649E+00,+3.27675878070E+00
+20.15000E-06,-145.72858810E-03,-25.12557432E-03,+14.89447241649E+00,+3.25665827841E+00
+20.20000E-06,-145.72858810E-03,-65.32657892E-03,+14.89447241649E+00,+3.25665827841E+00
+20.25000E-06,-145.72858810E-03,-25.12557432E-03,+14.89447241649E+00,+3.25665827841E+00
+20.30000E-06,-105.52758351E-03,-65.32657892E-03,+14.89447241649E+00,+3.25665827841E+00
+20.35000E-06,-145.72858810E-03,-25.12557432E-03,+14.89447241649E+00,+3.29685928300E+00
+20.40000E-06,-105.52758351E-03,-65.32657892E-03,+14.89447241649E+00,+3.27675878070E+00
+20.45000E-06,-145.72858810E-03,+15.07543027E-03,+14.89447241649E+00,+3.25665827841E+00
+20.50000E-06,-145.72858810E-03,-65.32657892E-03,+14.89447241649E+00,+3.25665827841E+00
+20.55000E-06,-65.32657892E-03,-65.32657892E-03,+14.89447241649E+00,+3.27675878070E+00
+20.60000E-06,-145.72858810E-03,-25.12557432E-03,+14.89447241649E+00,+3.25665827841E+00
+20.65000E-06,-145.72858810E-03,-25.12557432E-03,+14.89447241649E+00,+3.29685928300E+00
+20.70000E-06,-105.52758351E-03,-25.12557432E-03,+14.89447241649E+00,+3.27675878070E+00
+20.75000E-06,-145.72858810E-03,-65.32657892E-03,+14.89447241649E+00,+3.25665827841E+00
+20.80000E-06,-105.52758351E-03,-65.32657892E-03,+14.89447241649E+00,+3.27675878070E+00
+20.85000E-06,-145.72858810E-03,-65.32657892E-03,+14.89447241649E+00,+3.27675878070E+00
+20.90000E-06,-105.52758351E-03,-25.12557432E-03,+14.89447241649E+00,+3.25665827841E+00
+20.95000E-06,-145.72858810E-03,-65.32657892E-03,+14.89447241649E+00,+3.25665827841E+00
+21.00000E-06,-105.52758351E-03,-25.12557432E-03,+14.89447241649E+00,+3.27675878070E+00
+21.05000E-06,-65.32657892E-03,-25.12557432E-03,+14.89447241649E+00,+3.29685928300E+00
+21.10000E-06,-105.52758351E-03,-65.32657892E-03,+14.89447241649E+00,+3.27675878070E+00
+21.15000E-06,-145.72858810E-03,-65.32657892E-03,+14.89447241649E+00,+3.25665827841E+00
+21.20000E-06,-145.72858810E-03,-65.32657892E-03,+14.89447241649E+00,+3.27675878070E+00
+21.25000E-06,-105.52758351E-03,-25.12557432E-03,+14.89447241649E+00,+3.25665827841E+00
+21.30000E-06,-105.52758351E-03,-65.32657892E-03,+14.89447241649E+00,+3.27675878070E+00
+21.35000E-06,-105.52758351E-03,-65.32657892E-03,+14.89447241649E+00,+3.27675878070E+00
+21.40000E-06,-145.72858810E-03,-25.12557432E-03,+14.89447241649E+00,+3.27675878070E+00
+21.45000E-06,-145.72858811E-03,-65.32657892E-03,+14.89447241649E+00,+3.29685928300E+00
+21.50000E-06,-65.32657892E-03,+15.07543027E-03,+14.89447241649E+00,+3.25665827841E+00
+21.55000E-06,-105.52758351E-03,-105.52758351E-03,+14.89447241649E+00,+3.25665827841E+00
+21.60000E-06,-145.72858810E-03,-25.12557432E-03,+14.89447241649E+00,+3.29685928300E+00
+21.65000E-06,-145.72858810E-03,+15.07543027E-03,+14.89447241649E+00,+3.29685928300E+00
+21.70000E-06,-105.52758351E-03,+55.27643486E-03,+14.89447241649E+00,+3.29685928300E+00
+21.75000E-06,-105.52758351E-03,+15.07543027E-03,+14.89447241649E+00,+3.27675878071E+00
+21.80000E-06,-145.72858810E-03,-65.32657892E-03,+14.89447241649E+00,+3.29685928300E+00
+21.85000E-06,-105.52758351E-03,-25.12557432E-03,+14.89447241649E+00,+3.27675878071E+00
+21.90000E-06,-145.72858810E-03,+15.07543027E-03,+14.89447241649E+00,+3.31695978530E+00
+21.95000E-06,-145.72858810E-03,-65.32657892E-03,+14.89447241649E+00,+3.27675878071E+00
+22.00000E-06,-105.52758351E-03,-65.32657892E-03,+14.89447241649E+00,+3.27675878071E+00
+22.05000E-06,-145.72858810E-03,-25.12557432E-03,+14.89447241649E+00,+3.29685928300E+00
+22.10000E-06,-145.72858810E-03,+15.07543027E-03,+14.89447241649E+00,+3.29685928300E+00
+22.15000E-06,-105.52758351E-03,-65.32657892E-03,+14.89447241649E+00,+3.29685928300E+00
+22.20000E-06,-105.52758350E-03,-105.52758350E-03,+14.89447241649E+00,+3.25665827841E+00
+22.25000E-06,-145.72858810E-03,-25.12557432E-03,+14.89447241649E+00,+3.29685928300E+00
+22.30000E-06,-145.72858810E-03,+15.07543027E-03,+14.89447241649E+00,+3.25665827840E+00
+22.35000E-06,-105.52758350E-03,-65.32657892E-03,+14.89447241649E+00,+3.29685928300E+00
+22.40000E-06,-105.52758351E-03,-65.32657892E-03,+14.89447241649E+00,+3.29685928300E+00
+22.45000E-06,-145.72858810E-03,+15.07543027E-03,+14.89447241649E+00,+3.27675878070E+00
+22.50000E-06,-145.72858810E-03,-25.12557432E-03,+14.89447241649E+00,+3.25665827841E+00
+22.55000E-06,-105.52758350E-03,+15.07543027E-03,+14.89447241649E+00,+3.25665827841E+00
+22.60000E-06,-105.52758350E-03,-65.32657892E-03,+14.89447241649E+00,+3.27675878071E+00
+22.65000E-06,-145.72858810E-03,-65.32657892E-03,+14.89447241649E+00,+3.29685928300E+00
+22.70000E-06,-145.72858810E-03,+15.07543027E-03,+14.89447241649E+00,+3.29685928300E+00
+22.75000E-06,-145.72858810E-03,-25.12557433E-03,+14.89447241649E+00,+3.27675878071E+00
+22.80000E-06,-145.72858810E-03,-65.32657892E-03,+14.89447241649E+00,+3.29685928300E+00
+22.85000E-06,-105.52758350E-03,-25.12557432E-03,+14.89447241649E+00,+3.25665827841E+00
+22.90000E-06,-105.52758352E-03,-25.12557433E-03,+14.89447241649E+00,+3.29685928300E+00
+22.95000E-06,-145.72858810E-03,-65.32657892E-03,+14.89447241649E+00,+3.25665827841E+00
+23.00000E-06,-145.72858810E-03,+15.07543027E-03,+14.89447241649E+00,+3.29685928300E+00
+23.05000E-06,-105.52758352E-03,-25.12557431E-03,+14.89447241649E+00,+3.29685928300E+00
+23.10000E-06,-105.52758352E-03,-65.32657893E-03,+14.89447241649E+00,+3.17625626922E+00
+23.15000E-06,-65.32657893E-03,-65.32657892E-03,+14.89447241649E+00,+3.15615576692E+00
+23.20000E-06,-145.72858810E-03,-65.32657892E-03,+14.89447241649E+00,+3.15615576692E+00
+23.25000E-06,-105.52758350E-03,+15.07543027E-03,+14.89447241649E+00,+3.19635677152E+00
+23.30000E-06,-145.72858810E-03,-25.12557431E-03,+14.89447241649E+00,+3.15615576692E+00
+23.35000E-06,-105.52758352E-03,-25.12557433E-03,+14.89447241649E+00,+3.17625626922E+00
+23.40000E-06,-145.72858810E-03,-65.32657892E-03,+14.89447241649E+00,+3.17625626922E+00
+23.45000E-06,-145.72858810E-03,-65.32657892E-03,+14.89447241649E+00,+3.17625626922E+00
+23.50000E-06,-105.52758350E-03,-25.12557433E-03,+14.89447241649E+00,+3.15615576692E+00
+23.55000E-06,-105.52758352E-03,-25.12557433E-03,+14.89447241649E+00,+3.17625626922E+00
+23.60000E-06,-105.52758352E-03,-105.52758352E-03,+14.89447241649E+00,+3.15615576692E+00
+23.65000E-06,-105.52758352E-03,+15.07543027E-03,+14.89447241649E+00,+3.17625626922E+00
+23.70000E-06,-145.72858810E-03,-65.32657892E-03,+14.89447241649E+00,+3.19635677151E+00
+23.75000E-06,-145.72858810E-03,-65.32657893E-03,+14.89447241649E+00,+3.17625626922E+00
+23.80000E-06,-145.72858810E-03,-65.32657892E-03,+14.89447241649E+00,+3.15615576692E+00
+23.85000E-06,-145.72858810E-03,+15.07543027E-03,+14.89447241649E+00,+3.15615576692E+00
+23.90000E-06,-145.72858810E-03,+15.07543027E-03,+14.89447241649E+00,+3.17625626922E+00
+23.95000E-06,-145.72858810E-03,-65.32657892E-03,+14.89447241649E+00,+3.17625626922E+00
+24.00000E-06,-105.52758352E-03,-25.12557433E-03,+14.89447241649E+00,+3.17625626922E+00
+24.05000E-06,-105.52758350E-03,-25.12557431E-03,+14.89447241649E+00,+3.17625626922E+00
+24.10000E-06,-105.52758350E-03,-65.32657892E-03,+14.89447241649E+00,+3.17625626922E+00
+24.15000E-06,-105.52758350E-03,-65.32657892E-03,+14.89447241649E+00,+3.17625626922E+00
+24.20000E-06,-105.52758352E-03,-65.32657892E-03,+14.89447241649E+00,+3.19635677151E+00
+24.25000E-06,-105.52758352E-03,-25.12557433E-03,+14.89447241649E+00,+3.17625626922E+00
+24.30000E-06,-105.52758352E-03,-25.12557433E-03,+14.89447241649E+00,+3.19635677152E+00
+24.35000E-06,-105.52758352E-03,-25.12557431E-03,+14.89447241649E+00,+3.19635677152E+00
+24.40000E-06,-105.52758352E-03,-105.52758350E-03,+14.89447241649E+00,+3.19635677152E+00
+24.45000E-06,-65.32657892E-03,-65.32657892E-03,+14.89447241649E+00,+3.21645727381E+00
+24.50000E-06,-105.52758352E-03,-65.32657892E-03,+14.89447241649E+00,+3.17625626922E+00
+24.55000E-06,-145.72858810E-03,-65.32657893E-03,+14.89447241649E+00,+3.19635677152E+00
+24.60000E-06,-145.72858810E-03,-25.12557431E-03,+14.89447241649E+00,+3.17625626922E+00
+24.65000E-06,-105.52758352E-03,-25.12557431E-03,+14.89447241649E+00,+3.21645727381E+00
+24.70000E-06,-145.72858810E-03,-65.32657892E-03,+14.89447241649E+00,+3.21645727381E+00
+24.75000E-06,-145.72858810E-03,-25.12557433E-03,+14.89447241649E+00,+3.19635677152E+00
+24.80000E-06,-105.52758352E-03,-25.12557433E-03,+14.89447241649E+00,+3.19635677152E+00
+24.85000E-06,-65.32657890E-03,+15.07543027E-03,+14.89447241649E+00,+3.17625626922E+00
+24.90000E-06,-105.52758352E-03,-25.12557431E-03,+14.89447241649E+00,+3.19635677151E+00
+24.95000E-06,-185.92959269E-03,-25.12557433E-03,+14.89447241649E+00,+3.21645727381E+00
+25.00000E-06,-105.52758352E-03,+15.07543027E-03,+14.89447241649E+00,+3.21645727381E+00
+25.05000E-06,-145.72858810E-03,+15.07543027E-03,+14.89447241649E+00,+3.19635677152E+00
+25.10000E-06,-145.72858810E-03,-25.12557431E-03,+14.89447241649E+00,+3.21645727381E+00
+25.15000E-06,-105.52758352E-03,-25.12557433E-03,+14.89447241649E+00,+3.19635677152E+00
+25.20000E-06,-105.52758350E-03,-25.12557431E-03,+14.89447241649E+00,+3.19635677151E+00
+25.25000E-06,-145.72858810E-03,-25.12557433E-03,+14.89447241649E+00,+3.23655777611E+00
+25.30000E-06,-145.72858810E-03,-25.12557431E-03,+14.89447241649E+00,+3.21645727381E+00
+25.35000E-06,-65.32657892E-03,+15.07543026E-03,+14.89447241649E+00,+3.17625626922E+00
+25.40000E-06,-145.72858812E-03,-105.52758350E-03,+14.89447241649E+00,+3.21645727381E+00
+25.45000E-06,-105.52758352E-03,-65.32657892E-03,+14.89447241649E+00,+3.21645727381E+00
+25.50000E-06,-145.72858810E-03,-65.32657892E-03,+14.89447241649E+00,+3.21645727381E+00
+25.55000E-06,-145.72858810E-03,-25.12557433E-03,+14.89447241649E+00,+3.21645727381E+00
+25.60000E-06,-145.72858810E-03,-25.12557431E-03,+14.89447241649E+00,+3.21645727381E+00
