Time [s]; Analyzer Name; Decoded Protocol Result;;;;;;;
0.110481250000000;I2C;;;;;;;;
0.110522833333333;I2C;;;;;;;;
0.110575666666667;I2C;;;;;;;;
0.110617333333333;I2C;;;;;;;;
0.110659083333333;I2C;;;;;;;;
0.110700916666667;I2C;;;;;;;;
0.110742666666667;I2C;;;;;;;;
0.110784500000000;I2C;;;;;;;;
0.110826333333333;I2C;;;;;;;;
0.110868166666667;I2C;;;;;;;;
0.110910000000000;I2C;;;;;;;;
0.110951833333333;I2C;;;;;;;;
0.110993666666667;I2C;;;;;;;;
0.111035500000000;I2C;;;;;;;;
0.111077333333333;I2C;;;;;;;;
0.111119166666667;I2C;;;;;;;;
0.111161000000000;I2C;;;;;;;;
0.111202833333333;I2C;;;;;;;;
0.111244583333333;I2C;;;;;;;;
0.111286416666667;I2C;;;;;;;;
0.111328250000000;I2C;;;;;;;;
0.111370083333333;I2C;;;;;;;;
0.111411916666667;I2C;;;;;;;;
0.111453750000000;I2C;;;;;;;;
0.111495583333333;I2C;;;;;;;;
0.111537333333333;I2C;;;;;;;;
0.111579166666667;I2C;;;;;;;;
0.111621000000000;I2C;;;;;;;;
0.111662916666667;I2C;;;;;;;;
0.111704750000000;I2C;;;;;;;;
0.111746666666667;I2C;;;;;;;;
0.111788500000000;I2C;;;;;;;;
0.111830416666667;I2C;;;;;;;;
0.111872250000000;I2C;;;;;;;;
0.111914000000000;I2C;;;;;;;;
0.111955833333333;I2C;;;;;;;;
0.111997666666667;I2C;;;;;;;;
0.112039583333333;I2C;;;;;;;;
0.112081416666667;I2C;;;;;;;;
0.112123333333333;I2C;;;;;;;;
0.112165083333333;I2C;;;;;;;;
0.112206916666667;I2C;;;;;;;;
0.112248750000000;I2C;;;;;;;;
0.112290583333333;I2C;;;;;;;;
0.112332500000000;I2C;;;;;;;;
0.112374333333333;I2C;;;;;;;;
0.112416083333333;I2C;;;;;;;;
0.112458000000000;I2C;;;;;;;;
0.112499750000000;I2C;;;;;;;;
0.112541583333333;I2C;;;;;;;;
0.112583416666667;I2C;;;;;;;;
0.112625250000000;I2C;;;;;;;;
0.112667083333333;I2C;;;;;;;;
0.112708833333333;I2C;;;;;;;;
0.112750666666667;I2C;;;;;;;;
0.112792500000000;I2C;;;;;;;;
0.112834416666667;I2C;;;;;;;;
0.112876333333333;I2C;;;;;;;;
0.112918250000000;I2C;;;;;;;;
0.112960166666667;I2C;;;;;;;;
0.113001916666667;I2C;;;;;;;;
0.113043750000000;I2C;;;;;;;;
0.113085583333333;I2C;;;;;;;;
0.113127416666667;I2C;;;;;;;;
0.113169250000000;I2C;;;;;;;;
0.113211083333333;I2C;;;;;;;;
0.113252916666667;I2C;;;;;;;;
0.113294750000000;I2C;;;;;;;;
0.113336583333333;I2C;;;;;;;;
0.113378416666667;I2C;;;;;;;;
0.113420250000000;I2C;;;;;;;;
0.113462083333333;I2C;;;;;;;;
0.120304500000000;I2C;Setup Write to [0b  0111  0000] + ACK;;;;;;;
0.120346166666667;I2C;0b  0000  0000 + ACK;;;;;;;
0.120387750000000;I2C;0b  0000  0000 + ACK;;;;;;;
0.120440916666667;I2C;Setup Write to [0b  0111  0000] + ACK;;;;;;;
0.120482583333333;I2C;0b  0000  0000 + ACK;;;;;;;
0.120524166666667;I2C;0b  0100  1100 + ACK;;;;;;;
0.120577000000000;I2C;Setup Write to [0b  0111  0000] + ACK;;;;;;;
0.120618666666667;I2C;0b  0100  0000 + ACK;;;;;;;
0.120660333333333;I2C;0b  0000  0000 + ACK;;;;;;;
0.120702166666667;I2C;0b  0000  0000 + ACK;;;;;;;
0.120744000000000;I2C;0b  0000  0000 + ACK;;;;;;;
0.120785833333333;I2C;0b  0000  0000 + ACK;;;;;;;
0.120827666666667;I2C;0b  0000  0000 + ACK;;;;;;;
0.120869500000000;I2C;0b  0000  0000 + ACK;;;;;;;
0.120911333333333;I2C;0b  0000  0000 + ACK;;;;;;;
0.120953166666667;I2C;0b  0000  0000 + ACK;;;;;;;
0.120994916666667;I2C;0b  0000  0000 + ACK;;;;;;;
0.121036750000000;I2C;0b  0000  0000 + ACK;;;;;;;
0.121078583333333;I2C;0b  0000  0000 + ACK;;;;;;;
0.121120416666667;I2C;0b  0000  0000 + ACK;;;;;;;
0.121162250000000;I2C;0b  0000  0000 + ACK;;;;;;;
0.121204083333333;I2C;0b  0000  0000 + ACK;;;;;;;
0.121245916666667;I2C;0b  0000  0000 + ACK;;;;;;;
0.121287750000000;I2C;0b  0000  0000 + ACK;;;;;;;
0.121329583333333;I2C;0b  0000  0000 + ACK;;;;;;;
0.121371333333333;I2C;0b  0000  0000 + ACK;;;;;;;
0.121413166666667;I2C;0b  0000  0000 + ACK;;;;;;;
0.121455000000000;I2C;0b  0000  0000 + ACK;;;;;;;
0.121496833333333;I2C;0b  0000  0000 + ACK;;;;;;;
0.121538666666667;I2C;0b  0000  0000 + ACK;;;;;;;
0.121580500000000;I2C;0b  0000  0000 + ACK;;;;;;;
0.121622333333333;I2C;0b  0110  1000 + ACK;;;;;;;
0.121664166666667;I2C;0b  0000  1000 + ACK;;;;;;;
0.121706083333333;I2C;0b  0001  1100 + ACK;;;;;;;
0.121747916666667;I2C;0b  1010  0000 + ACK;;;;;;;
0.121789833333333;I2C;0b  1100  0011 + ACK;;;;;;;
0.121831666666667;I2C;0b  0000  0000 + ACK;;;;;;;
0.121873500000000;I2C;0b  0000  0000 + ACK;;;;;;;
0.121915333333333;I2C;0b  0000  0000 + ACK;;;;;;;
0.121957166666667;I2C;0b  0000  0000 + ACK;;;;;;;
0.121999000000000;I2C;0b  0000  0000 + ACK;;;;;;;
0.122040833333333;I2C;0b  1010  0001 + ACK;;;;;;;
0.122082750000000;I2C;0b  1100  0001 + ACK;;;;;;;
0.122124583333333;I2C;0b  0000  0000 + ACK;;;;;;;
0.122166416666667;I2C;0b  0000  0000 + ACK;;;;;;;
0.122208250000000;I2C;0b  0000  0000 + ACK;;;;;;;
0.122250083333333;I2C;0b  0000  1000 + ACK;;;;;;;
0.122291916666667;I2C;0b  0110  0000 + ACK;;;;;;;
0.122333833333333;I2C;0b  0000  0000 + ACK;;;;;;;
0.122375666666667;I2C;0b  0000  0000 + ACK;;;;;;;
0.122417416666667;I2C;0b  0000  0000 + ACK;;;;;;;
0.122459333333333;I2C;0b  0000  0000 + ACK;;;;;;;
0.122501083333333;I2C;0b  0000  0000 + ACK;;;;;;;
0.122542916666667;I2C;0b  0000  0000 + ACK;;;;;;;
0.122584750000000;I2C;0b  0000  0000 + ACK;;;;;;;
0.122626583333333;I2C;0b  0000  0000 + ACK;;;;;;;
0.122668416666667;I2C;0b  0000  0000 + ACK;;;;;;;
0.122710250000000;I2C;0b  0000  0000 + ACK;;;;;;;
0.122752000000000;I2C;0b  0000  0000 + ACK;;;;;;;
0.122793833333333;I2C;0b  0000  1110 + ACK;;;;;;;
0.122835750000000;I2C;0b  0000  1100 + ACK;;;;;;;
0.122877666666667;I2C;0b  1111  1100 + ACK;;;;;;;
0.122919583333333;I2C;0b  0111  0000 + ACK;;;;;;;
0.122961500000000;I2C;0b  0000  0000 + ACK;;;;;;;
0.123003333333333;I2C;0b  0000  0000 + ACK;;;;;;;
0.123045166666667;I2C;0b  0000  0000 + ACK;;;;;;;
0.123087000000000;I2C;0b  0000  0000 + ACK;;;;;;;
0.123128833333333;I2C;0b  0000  0000 + ACK;;;;;;;
0.123170583333333;I2C;0b  0000  0000 + ACK;;;;;;;
0.123212416666667;I2C;0b  0000  0000 + ACK;;;;;;;
0.123254250000000;I2C;0b  0000  0000 + ACK;;;;;;;
0.123296083333333;I2C;0b  0000  0000 + ACK;;;;;;;
0.123337916666667;I2C;0b  0000  0000 + ACK;;;;;;;
0.123379750000000;I2C;0b  0000  0010 + ACK;;;;;;;
0.123421583333333;I2C;0b  0010  0000 + ACK;;;;;;;
0.123463416666667;I2C;0b  0000  0000 + ACK;;;;;;;
0.130306416666667;I2C;Setup Write to [0b  0111  0000] + ACK;;;;;;;
0.130348083333333;I2C;0b  0000  0000 + ACK;;;;;;;
0.130389666666667;I2C;0b  0000  0000 + ACK;;;;;;;
0.130442833333333;I2C;Setup Write to [0b  0111  0000] + ACK;;;;;;;
0.130484500000000;I2C;0b  0000  0000 + ACK;;;;;;;
0.130526083333333;I2C;0b  0100  1100 + ACK;;;;;;;
0.130578916666667;I2C;Setup Write to [0b  0111  0000] + ACK;;;;;;;
0.130620583333333;I2C;0b  0100  0000 + ACK;;;;;;;
0.130662333333333;I2C;0b  0000  0000 + ACK;;;;;;;
0.130704166666667;I2C;0b  0000  0000 + ACK;;;;;;;
0.130745916666667;I2C;0b  0000  0000 + ACK;;;;;;;
0.130787750000000;I2C;0b  0000  0000 + ACK;;;;;;;
0.130829583333333;I2C;0b  0000  0000 + ACK;;;;;;;
0.130871416666667;I2C;0b  0000  0000 + ACK;;;;;;;
0.130913250000000;I2C;0b  0000  0000 + ACK;;;;;;;
0.130955083333333;I2C;0b  0000  0000 + ACK;;;;;;;
0.130996916666667;I2C;0b  0000  0000 + ACK;;;;;;;
0.131038666666667;I2C;0b  0000  0000 + ACK;;;;;;;
0.131080500000000;I2C;0b  0000  0000 + ACK;;;;;;;
0.131122333333333;I2C;0b  0000  0000 + ACK;;;;;;;
